SCHEMA,TABLE,COLUMN,TYPE,MAX_LEN,NULLABLE,DEFAULT,POS,PK
"dbo","DO_WFLALTERACOESCADASTRAIS","ANEXO","varchar",250,YES,"",27,
"dbo","DO_WFLALTERACOESCADASTRAIS","IDENTIFICADORUNICO","varchar",100,YES,"",28,
"dbo","DO_WFLALTERACOESCADASTRAIS","USUARIO","int",,YES,"",29,
"dbo","DO_WFLALTERACOESCADASTRAIS","TIPOCONJUGE","int",,YES,"",30,
"dbo","DO_WFLALTERACOESCADASTRAIS","CONJUGEFUNCIONARIO","int",,YES,"",31,
"dbo","DO_WFLALTERACOESCADASTRAIS","ESCOLARIDADECONJUGE","int",,YES,"",32,
"dbo","DO_WFLALTERACOESCADASTRAIS","TIPOFLUXO","int",,YES,"",33,
"dbo","DO_WFLALTERACOESCADASTRAIS","NOME","varchar",70,YES,"",34,
"dbo","DO_WFLALTERACOESCADASTRAIS","CPFCONJUGE","varchar",20,YES,"",35,
"dbo","DO_WFLALTERACOESCADASTRAIS","NOMECONJUGE","varchar",70,YES,"",36,
"dbo","DO_WFLALTERACOESCADASTRAIS","ENDERECOFUNCIONARIO","int",,YES,"",37,
"dbo","DO_WFLALTERACOESCADASTRAIS","DATANASCIMENTOCONJUGE","datetime",,YES,"",38,
"dbo","DO_WFLALTERACOESCADASTRAIS","DDI","int",,YES,"",39,
"dbo","DO_WFLALTERACOESCADASTRAIS","SEXOCONJUGE","varchar",2,YES,"",40,
"dbo","DO_WFLALTERACOESCADASTRAIS","CAIXAPOSTAL","varchar",10,YES,"",41,
"dbo","DO_WFLALTERACOESCADASTRAIS","TELEFONEFUNCIONARIO","int",,YES,"",42,
"dbo","DO_WFLALTERACOESCADASTRAIS","ESTADOCIVILCONJUGE","int",,YES,"",43,
"dbo","DO_WFLALTERACOESCADASTRAIS","TIPOALTERACAOENDERECO","int",,YES,"",44,
"dbo","DO_WFLALTERACOESCADASTRAIS","RAMAL","varchar",10,YES,"",45,
"dbo","DO_WFLALTERACOESCADASTRAIS","CONJUGECADASTRADO","int",,YES,"",46,
"dbo","DO_WFLALTERACOESCADASTRAIS","TIPOALTERACAOTELEFONE","int",,YES,"",47,
"dbo","DO_WFLALTERACOESCADASTRAIS","DADOSPESSOAIS","int",,YES,"",48,
"dbo","DOW_SALDORECESSOESTAGIARIO","HANDLE","int",,NO,"",1,PK
"dbo","DOW_SALDORECESSOESTAGIARIO","Z_GRUPO","int",,YES,"",2,
"dbo","DOW_SALDORECESSOESTAGIARIO","USUARIO","int",,YES,"",3,
"dbo","DOW_SALDORECESSOESTAGIARIO","INICIOESTAGIO","datetime",,YES,"",4,
"dbo","DOW_SALDORECESSOESTAGIARIO","FIMESTAGIO","datetime",,YES,"",5,
"dbo","DOW_SALDORECESSOESTAGIARIO","INICIORECESSO","datetime",,YES,"",6,
"dbo","DOW_SALDORECESSOESTAGIARIO","FIMRECESSO","datetime",,YES,"",7,
"dbo","DOW_SALDORECESSOESTAGIARIO","GOZO","int",,YES,"",8,
"dbo","DOW_SALDORECESSOESTAGIARIO","SALDO","float",,YES,"",9,
"dbo","dtproperties","id","int",,NO,"",1,PK
"dbo","dtproperties","objectid","int",,YES,"",2,
"dbo","dtproperties","property","varchar",64,NO,"",3,PK
"dbo","dtproperties","value","varchar",255,YES,"",4,
"dbo","dtproperties","lvalue","image",2147483647,YES,"",5,
"dbo","dtproperties","version","int",,NO,"",6,
"dbo","dtproperties","uvalue","nvarchar",255,YES,"",7,
"dbo","DW_BSCINDICADORES","HANDLE","int",,NO,"",1,PK
"dbo","DW_BSCINDICADORES","Z_GRUPO","int",,YES,"",2,
"dbo","DW_BSCINDICADORES","CODIGO","varchar",30,YES,"",3,
"dbo","DW_BSCINDICADORES","NOME","varchar",120,YES,"",4,
"dbo","DW_BSCINDICADORES","POLARIDADE","int",,YES,"",5,
"dbo","DW_BSCINDICADORES","PERIODICIDADE","int",,YES,"",6,
"dbo","DW_BSCINDICADORES","DESCRICAO","text",2147483647,YES,"",7,
"dbo","DW_BSCMAPAINDICADORES","HANDLE","int",,NO,"",1,PK
"dbo","DW_BSCMAPAINDICADORES","Z_GRUPO","int",,YES,"",2,
"dbo","DW_BSCMAPAINDICADORES","MAPA","int",,YES,"",3,
"dbo","DW_BSCMAPAINDICADORES","INDICADOR","int",,YES,"",4,
"dbo","DW_BSCMAPAINDICADORES","PESO","float",,YES,"",5,
"dbo","DW_BSCMAPAINDICADORPREVISAO","HANDLE","int",,NO,"",1,PK
"dbo","DW_BSCMAPAINDICADORPREVISAO","Z_GRUPO","int",,YES,"",2,
"dbo","DW_BSCMAPAINDICADORPREVISAO","MAPAINDICADOR","int",,YES,"",3,
"dbo","DW_BSCMAPAINDICADORPREVISAO","VALORPREVISTO","float",,YES,"",4,
"dbo","DW_BSCMAPAINDICADORPREVISAO","INICIO","datetime",,YES,"",5,
"dbo","DW_BSCMAPAINDICADORPREVISAO","FIM","datetime",,YES,"",6,
"dbo","DW_BSCMAPAINDICADORPREVISAO","DESCRICAO","text",2147483647,YES,"",7,
"dbo","DW_BSCMAPAINDICADORREALIZADO","HANDLE","int",,NO,"",1,PK
"dbo","DW_BSCMAPAINDICADORREALIZADO","Z_GRUPO","int",,YES,"",2,
"dbo","DW_BSCMAPAINDICADORREALIZADO","MAPAINDICADOR","int",,YES,"",3,
"dbo","DW_BSCMAPAINDICADORREALIZADO","INICIO","datetime",,YES,"",4,
"dbo","DW_BSCMAPAINDICADORREALIZADO","FIM","datetime",,YES,"",5,
"dbo","DW_BSCMAPAINDICADORREALIZADO","VALOR","float",,YES,"",6,
"dbo","DW_BSCMAPAINDICADORREALIZADO","JUSTIFICATIVA","text",2147483647,YES,"",7,
"dbo","DW_BSCMAPAS","HANDLE","int",,NO,"",1,PK
"dbo","DW_BSCMAPAS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_BSCMAPAS","NOME","varchar",120,YES,"",3,
"dbo","DW_BSCMAPAS","ESTRUTURA","varchar",50,YES,"",4,
"dbo","DW_BSCMAPAS","NIVELSUPERIOR","int",,YES,"",5,
"dbo","DW_BSCMAPAS","ULTIMONIVEL","char",1,YES,"",6,
"dbo","DW_BSCMAPAS","PLANEJAMENTO","int",,YES,"",7,
"dbo","DW_BSCMAPAS","DESCRICAO","text",2147483647,YES,"",8,
"dbo","DW_BSCMAPAS","PESO","float",,YES,"",9,
"dbo","DW_BSCPLANEJAMENTOS","HANDLE","int",,NO,"",1,PK
"dbo","DW_BSCPLANEJAMENTOS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_BSCPLANEJAMENTOS","EMPRESA","int",,YES,"",3,
"dbo","DW_BSCPLANEJAMENTOS","NOME","varchar",120,YES,"",4,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAVERMELHOINICIO","float",,YES,"",5,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAVERMELHOFIM","float",,YES,"",6,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAAMARELOINICIO","float",,YES,"",7,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAAMARELOFIM","float",,YES,"",8,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAVERDEINICIO","float",,YES,"",9,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAVERDEFIM","float",,YES,"",10,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAAZULINICIO","float",,YES,"",11,
"dbo","DW_BSCPLANEJAMENTOS","FAIXAAZULFIM","float",,YES,"",12,
"dbo","DW_BSCPLANEJAMENTOS","DESCRICAO","text",2147483647,YES,"",13,
"dbo","DW_FILTROITENS","HANDLE","int",,NO,"",1,PK
"dbo","DW_FILTROITENS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_FILTROITENS","FILTRO","int",,YES,"",3,
"dbo","DW_FILTROITENS","NOME","varchar",50,YES,"",4,
"dbo","DW_FILTROITENS","SELECAOESPECIAL","text",2147483647,YES,"",5,
"dbo","DW_FILTROITENS","ORDEM","int",,YES,"",6,
"dbo","DW_FILTROITENS","ID","varchar",50,YES,"",7,
"dbo","DW_FILTROS","HANDLE","int",,NO,"",1,PK
"dbo","DW_FILTROS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_FILTROS","NOME","varchar",50,YES,"",3,
"dbo","DW_FILTROS","TABELA","int",,YES,"",4,
"dbo","DW_FILTROS","SELECAOESPECIAL","text",2147483647,YES,"",5,
"dbo","DW_FILTROS","ID","varchar",50,YES,"",6,
"dbo","DW_FILTROS","TIPODATAS","varchar",2,YES,"",7,
"dbo","DW_FILTROS","TIPO","int",,YES,"",8,
"dbo","DW_FILTROS","CAMPORESULTADO","int",,YES,"",9,
"dbo","DW_FILTROS","CAMPORESULTADO2","int",,YES,"",10,
"dbo","DW_FILTROS","FILTRAREMPRESA","char",1,YES,"",11,
"dbo","DW_FILTROS","FILTRARFILIAL","char",1,YES,"",12,
"dbo","DW_FILTROS","ORDEMDESCENDENTE","char",1,YES,"",13,
"dbo","DW_FILTROS","VERSAO","varchar",50,YES,"",14,
"dbo","DW_FILTROS","DESCRICAO","varchar",150,YES,"",15,
"dbo","DW_PAINEIS","HANDLE","int",,NO,"",1,PK
"dbo","DW_PAINEIS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_PAINEIS","ID","varchar",50,YES,"",3,
"dbo","DW_PAINEIS","NOME","varchar",100,YES,"",4,
"dbo","DW_PAINEIS","CONSULTASQL","text",2147483647,YES,"",5,
"dbo","DW_PAINEIS","NOMECOLUNAS","text",2147483647,YES,"",6,
"dbo","DW_PAINEIS","NOMEDIMENSOES","text",2147483647,YES,"",7,
"dbo","DW_PAINEIS","NOMEFATOS","text",2147483647,YES,"",8,
"dbo","DW_PAINEIS","NOMEDIMENSAO","varchar",50,YES,"",9,
"dbo","DW_PAINEIS","NOMEFATO","varchar",50,YES,"",10,
"dbo","DW_PAINEIS","EXIBIREMCONTEXTO","char",1,YES,"",11,
"dbo","DW_PAINEIS","FORMATACAO","text",2147483647,YES,"",12,
"dbo","DW_PAINEIS","TIPOGRAFICO","int",,YES,"",13,
"dbo","DW_PAINEIS","TIPO","int",,YES,"",14,
"dbo","DW_PAINEIS","LIMITE","int",,YES,"",15,
"dbo","DW_PAINEIS","POSICAOLEGENDA","varchar",2,YES,"",16,
"dbo","DW_PAINEIS","PAINELSELECIONAVEL","char",1,YES,"",17,
"dbo","DW_PAINEIS","FINALIDADE","text",2147483647,YES,"",18,
"dbo","DW_PAINEIS","EXIGEFILTRO","char",1,YES,"",19,
"dbo","DW_PAINEIS","FONTICON","varchar",40,YES,"",20,
"dbo","DW_PAINEIS","USUARIOINCLUIU","varchar",50,YES,"",21,
"dbo","DW_PAINEIS","DATAINCLUSAO","datetime",,YES,"",22,
"dbo","DW_PAINEIS","USUARIOALTEROU","varchar",50,YES,"",23,
"dbo","DW_PAINEIS","DATAALTERACAO","datetime",,YES,"",24,
"dbo","DW_PAINEIS","USUARIOIMPORTOU","varchar",50,YES,"",25,
"dbo","DW_PAINEIS","DATAIMPORTACAO","datetime",,YES,"",26,
"dbo","DW_PAINEIS","TIPOROTULO","int",,YES,"",27,
"dbo","DW_PAINEIS","TIPOLEGENDA","int",,YES,"",28,
"dbo","DW_PAINEIS","RELATORIO","int",,YES,"",29,
"dbo","DW_PAINEIS","VERSAO","varchar",50,YES,"",30,
"dbo","DW_PAINEIS","CONFIGURACAO","varchar",100,YES,"",31,
"dbo","DW_PAINELDETALHES","HANDLE","int",,NO,"",1,PK
"dbo","DW_PAINELDETALHES","Z_GRUPO","int",,YES,"",2,
"dbo","DW_PAINELDETALHES","PAINEL","int",,YES,"",3,
"dbo","DW_PAINELDETALHES","NOME","varchar",50,YES,"",4,
"dbo","DW_PAINELDETALHES","CONSULTASQL","text",2147483647,YES,"",5,
"dbo","DW_PAINELDETALHES","FORMATACAO","text",2147483647,YES,"",6,
"dbo","DW_PAINELDETALHES","ORDEM","int",,YES,"",7,
"dbo","DW_PAINELDETALHES","SELECAOESPECIAL","text",2147483647,YES,"",8,
"dbo","DW_PAINELDETALHES","PAINELDETALHE","int",,YES,"",9,
"dbo","DW_PAINELDETALHES","TIPO","int",,YES,"",10,
"dbo","DW_PAINELDETALHES","MOSTRARNOME","char",1,YES,"",11,
"dbo","DW_PAINELFILTROITENS","HANDLE","int",,NO,"",1,PK
"dbo","DW_PAINELFILTROITENS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_PAINELFILTROITENS","PAINELFILTRO","int",,YES,"",3,
"dbo","DW_PAINELFILTROITENS","NOME","varchar",50,YES,"",4,
"dbo","DW_PAINELFILTROITENS","SELECAOESPECIAL","text",2147483647,YES,"",5,
"dbo","DW_PAINELFILTROITENS","FILTROITEM","int",,YES,"",6,
"dbo","DW_PAINELFILTROS","HANDLE","int",,NO,"",1,PK
"dbo","DW_PAINELFILTROS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_PAINELFILTROS","PAINEL","int",,YES,"",3,
"dbo","DW_PAINELFILTROS","FILTRO","int",,YES,"",4,
"dbo","DW_PAINELFILTROS","SELECAOESPECIAL","text",2147483647,YES,"",5,
"dbo","DW_PAINELFILTROS","TIPOFILTRO","int",,YES,"",6,
"dbo","DW_PAINELFILTROS","ORDEM","int",,YES,"",7,
"dbo","DW_PAINELFILTROS","NUMEROMAXIMO","int",,YES,"",8,
"dbo","DW_PAINELFILTROS","ITEMPADRAO","int",,YES,"",9,
"dbo","DW_PAINELPAPEIS","HANDLE","int",,NO,"",1,PK
"dbo","DW_PAINELPAPEIS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_PAINELPAPEIS","PAINEL","int",,YES,"",3,
"dbo","DW_PAINELPAPEIS","NOMEPAPEL","varchar",100,YES,"",4,
"dbo","DW_PAINELPAPEIS","ATIVO","char",1,YES,"",5,
"dbo","DW_USUARIOPAINEIS","HANDLE","int",,NO,"",1,PK
"dbo","DW_USUARIOPAINEIS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_USUARIOPAINEIS","USUARIO","int",,YES,"",3,
"dbo","DW_USUARIOPAINEIS","NOMEPAPEL","varchar",100,YES,"",4,
"dbo","DW_USUARIOPAINEIS","PAINELID","varchar",50,YES,"",5,
"dbo","DW_USUARIOPAINEIS","ORDEM","int",,YES,"",6,
"dbo","DW_USUARIOPAINEIS","CONFIGURACAO","varchar",50,YES,"",7,
"dbo","DW_USUARIOPAINELLIDOS","HANDLE","int",,NO,"",1,PK
"dbo","DW_USUARIOPAINELLIDOS","Z_GRUPO","int",,YES,"",2,
"dbo","DW_USUARIOPAINELLIDOS","USUARIO","int",,YES,"",3,
"dbo","DW_USUARIOPAINELLIDOS","PAINELID","varchar",50,YES,"",4,
"dbo","DW_USUARIOPAINELLIDOS","NOMEPAPEL","varchar",100,YES,"",5,
"dbo","EC_AGRUPADORESQUESTOES","HANDLE","int",,NO,"",1,PK
"dbo","EC_AGRUPADORESQUESTOES","Z_GRUPO","int",,YES,"",2,
"dbo","EC_AGRUPADORESQUESTOES","NOME","varchar",250,YES,"",3,
"dbo","EC_AGRUPADORESQUESTOES","CODIGO","int",,YES,"",4,
"dbo","EC_ALERTAAVALIACAOREACAO","HANDLE","int",,NO,"",1,PK
"dbo","EC_ALERTAAVALIACAOREACAO","Z_GRUPO","int",,YES,"",2,
"dbo","EC_ALERTAAVALIACAOREACAO","PERIODICIDADEENVIO","int",,YES,"",3,
"dbo","EC_ALERTAAVALIACAOREACAO","ALERTAEMAIL","int",,YES,"",4,
"dbo","EC_ALERTAINSCRICAOPENDENTE","HANDLE","int",,NO,"",1,PK
"dbo","EC_ALERTAINSCRICAOPENDENTE","Z_GRUPO","int",,YES,"",2,
"dbo","EC_ALERTAINSCRICAOPENDENTE","PERIODICIDADEENVIO","int",,YES,"",3,
"dbo","EC_ALERTAINSCRICAOPENDENTE","ALERTAEMAIL","int",,YES,"",4,
"dbo","EC_ALERTAPARAMETROS","HANDLE","int",,NO,"",1,PK
"dbo","EC_ALERTAPARAMETROS","Z_GRUPO","int",,YES,"",2,
"dbo","EC_ALERTAPARAMETROS","EMPRESA","int",,YES,"",3,
"dbo","EC_ALERTAPARAMETROS","ANTECEDENCIAVENCQUALIFICACAO","int",,YES,"",4,
"dbo","EC_ALERTAPARAMETROS","ANTECEDENCIAAVISOAVALNAORESP","int",,YES,"",5,
"dbo","EC_ALERTAPARAMETROS","ANTECEDENCIAAVISOAVALCORRECAO","int",,YES,"",6,
"dbo","EC_ANEXOTIPOS","HANDLE","int",,NO,"",1,PK
"dbo","EC_ANEXOTIPOS","Z_GRUPO","int",,YES,"",2,
"dbo","EC_ANEXOTIPOS","DESCRICAO","varchar",100,YES,"",3,
"dbo","EC_AVALIACAOQUESTOES","HANDLE","int",,NO,"",1,PK
"dbo","EC_AVALIACAOQUESTOES","Z_GRUPO","int",,YES,"",2,
"dbo","EC_AVALIACAOQUESTOES","RESPOSTADESCRITIVA","varchar",-1,YES,"",3,
"dbo","EC_AVALIACAOQUESTOES","QUESTAO","varchar",255,YES,"",4,
"dbo","EC_AVALIACAOQUESTOES","RESPONDIDA","char",1,YES,"",5,
"dbo","EC_AVALIACAOQUESTOES","NOTA","numeric",,YES,"",6,
"dbo","EC_AVALIACAOQUESTOES","AGRUPADORQUESTAO","int",,YES,"",7,
"dbo","EC_AVALIACAOQUESTOES","OBSERVACAOCORRECAO","varchar",250,YES,"",8,
"dbo","EC_AVALIACAOQUESTOES","RESPOSTASMULTIPLAS","varchar",-1,YES,"",9,
"dbo","EC_AVALIACAOQUESTOES","NOTACALCULADA","numeric",,YES,"",10,
"dbo","EC_AVALIACAOQUESTOES","RESPOSTAS","int",,YES,"",11,
"dbo","EC_AVALIACAOQUESTOES","OBSERVACAO","varchar",-1,YES,"",12,
"dbo","EC_AVALIACAOQUESTOES","PESO","float",,YES,"",13,
"dbo","EC_AVALIACAOQUESTOES","DESCRICAO","varchar",-1,YES,"",14,
"dbo","EC_AVALIACAOQUESTOES","PESOVISIVEL","char",1,YES,"",15,
"dbo","EC_AVALIACAOQUESTOES","AVALIACAO","int",,YES,"",16,
"dbo","EC_AVALIACAOQUESTOES","RESPOSTAQUESTAO","int",,YES,"",17,
"dbo","EC_AVALIACAOQUESTOES","TIPO","int",,YES,"",18,
"dbo","EC_AVISOAREAFUNCNAOCONFIRMOU","HANDLE","int",,NO,"",1,PK
"dbo","EC_AVISOAREAFUNCNAOCONFIRMOU","Z_GRUPO","int",,YES,"",2,
"dbo","EC_AVISOAREAFUNCNAOCONFIRMOU","ULTIMOAVISO","datetime",,YES,"",3,
"dbo","EC_AVISOAREAFUNCNAOCONFIRMOU","PERIODICIDADEENVIO","int",,YES,"",4,
"dbo","EC_AVISOAREAFUNCNAOCONFIRMOU","AVISOEMAIL","int",,YES,"",5,
"dbo","EC_AVISOINSCRICAOGESTORES","HANDLE","int",,NO,"",1,PK
"dbo","EC_AVISOINSCRICAOGESTORES","Z_GRUPO","int",,YES,"",2,
"dbo","EC_AVISOINSCRICAOGESTORES","PERIODICIDADEENVIO","int",,YES,"",3,
"dbo","EC_AVISOINSCRICAOGESTORES","AVISOEMAIL","int",,YES,"",4,
"dbo","EC_AVISOINSCRICAOGESTORES","ULTIMOAVISO","datetime",,YES,"",5,
"dbo","EC_AVISOUNIDADESEMSUGESTAO","HANDLE","int",,NO,"",1,PK
"dbo","EC_AVISOUNIDADESEMSUGESTAO","Z_GRUPO","int",,YES,"",2,
"dbo","EC_AVISOUNIDADESEMSUGESTAO","ULTIMOAVISO","datetime",,YES,"",3,
"dbo","EC_AVISOUNIDADESEMSUGESTAO","DIAS","int",,YES,"",4,
"dbo","EC_AVISOUNIDADESEMSUGESTAO","AVISOEMAIL","int",,YES,"",5,
"dbo","EC_CONTEUDISTAS","HANDLE","int",,NO,"",1,PK
"dbo","EC_CONTEUDISTAS","Z_GRUPO","int",,YES,"",2,
"dbo","EC_CONTEUDISTAS","FUNCIONARIO","int",,YES,"",3,
"dbo","EC_CONTEUDISTAS","ALTERAOUTROSCONTEUDOS","char",1,YES,"",4,
"dbo","EC_CONTEUDOHISTORICOS","HANDLE","int",,NO,"",1,PK
"dbo","EC_CONTEUDOHISTORICOS","Z_GRUPO","int",,YES,"",2,
"dbo","EC_CONTEUDOHISTORICOS","QUALIFICACAOCONTEUDO","int",,YES,"",3,
"dbo","EC_CONTEUDOHISTORICOS","CONTEUDO","text",2147483647,YES,"",4,
"dbo","EC_CONTEUDOHISTORICOS","ANEXO","varchar",100,YES,"",5,
"dbo","EC_CONTEUDOHISTORICOS","DATAINCLUSAO","datetime",,YES,"",6,
"dbo","EC_CONTEUDOHISTORICOS","USUARIOINCLUSAO","int",,YES,"",7,
"dbo","EC_CONTEUDOHISTORICOS","REVISAO","text",2147483647,YES,"",8,
"dbo","EC_CONTEUDOHISTORICOS","PALAVRASCHAVE","varchar",250,YES,"",9,
"dbo","EC_CURSOPARTICIPANTES","HANDLE","int",,NO,"",1,PK
"dbo","EC_CURSOPARTICIPANTES","Z_GRUPO","int",,YES,"",2,
"dbo","EC_CURSOPARTICIPANTES","FUNCIONARIO","int",,YES,"",3,
"dbo","EC_CURSOPARTICIPANTES","DATAINSCRICAO","datetime",,YES,"",4,
"dbo","EC_CURSOPARTICIPANTES","PERCENTUAL","float",,YES,"",5,
"dbo","EC_CURSOPARTICIPANTES","NOTA","float",,YES,"",6,
"dbo","EC_CURSOPARTICIPANTES","TRILHACARGO","int",,YES,"",7,
"dbo","EC_CURSOPARTICIPANTES","TRILHAFUNCAO","int",,YES,"",8,
"dbo","EC_CURSOPARTICIPANTES","PDI","int",,YES,"",9,
"dbo","EC_CURSOPARTICIPANTES","PDE","int",,YES,"",10,
"dbo","EC_CURSOPARTICIPANTES","FUNCIONARIOPAGAMENTO","int",,YES,"",11,
"dbo","EC_CURSOPARTICIPANTES","INTEGRADOEAD","char",1,YES,"",12,
"dbo","EC_CURSOPARTICIPANTES","TURMA","int",,YES,"",13,
"dbo","EC_CURSOPARTICIPANTES","SITUACAODOPARTICIPANTE","int",,YES,"",14,
"dbo","EC_CURSOPARTICIPANTES","IDCURSOEAD","int",,YES,"",15,
"dbo","EC_CURSOPARTICIPANTES","STATUSINSCRICAO","int",,YES,"",16,
"dbo","EC_CURSOPARTICIPANTES","MOTIVORECUSA","text",2147483647,YES,"",17,
"dbo","EC_CURSOPARTICIPANTES","ENTRADAFILA","datetime",,YES,"",18,
"dbo","EC_CURSOPARTICIPANTES","PONTOS","float",,YES,"",19,
"dbo","EC_CURSOPARTICIPANTES","MESESVENCIMENTO","int",,YES,"",20,
"dbo","EC_CURSOPARTICIPANTES","OBSERVACAOAPROVEITAMENTO","text",2147483647,YES,"",21,
"dbo","EC_CURSOPARTICIPANTES","DATACANCELAMENTO","datetime",,YES,"",22,
"dbo","EC_CURSOPARTICIPANTES","ULTIMOALERTAINSCRICAO","datetime",,YES,"",23,
"dbo","EC_CURSOPARTICIPANTES","DATACONCLUSAO","datetime",,YES,"",24,
"dbo","EC_CURSOPARTICIPANTES","PERCENTUALCONCLUSAO","float",,YES,"",25,
"dbo","EC_CURSOPARTICIPANTES","DEVOLUCAOAVAREACAO","char",1,YES,"",26,
"dbo","EC_CURSOPARTICIPANTES","ULTIMOALERTAAVAREACAO","datetime",,YES,"",27,
"dbo","EC_CURSOPARTICIPANTES","DATADESISTENCIA","datetime",,YES,"",28,
"dbo","EC_CURSOPARTICIPANTES","VALORCOPARTICIPACAO","float",,YES,"",29,
"dbo","EC_CURSOPARTICIPANTES","INSTRUCAOTRABALHO","int",,YES,"",30,
"dbo","EC_CURSOPARTICIPANTES","COMPETENCIACOPARTICIPACAO","int",,YES,"",31,
"dbo","EC_CURSOPARTICIPANTES","VERSAOESPELHAMENTO","int",,YES,"",32,
"dbo","EC_CURSOPARTICIPANTES","CODIGOHASH","varchar",35,YES,"",33,
"dbo","EC_CURSOPARTICIPANTES","CANCELADOPELOMYPLACE","char",1,YES,"",34,
"dbo","EC_CURSOPARTICIPANTES","INSCRITOPELOMYPLACE","char",1,YES,"",35,
"dbo","EC_CURSOPARTICIPANTES","CARGAHORARIA","numeric",,YES,"",36,
"dbo","EC_CURSOPARTICIPANTESFILA","HANDLE","int",,NO,"",1,PK
"dbo","EC_CURSOPARTICIPANTESFILA","Z_GRUPO","int",,YES,"",2,
"dbo","EC_CURSOPARTICIPANTESFILA","FUNCIONARIO","int",,YES,"",3,
"dbo","EC_CURSOPARTICIPANTESFILA","ENTRADAFILA","datetime",,YES,"",4,
"dbo","EC_CURSOPARTICIPANTESFILA","TURMA","int",,YES,"",5,
"dbo","EC_CURSOPARTICIPANTESSUG","HANDLE","int",,NO,"",1,PK
"dbo","EC_CURSOPARTICIPANTESSUG","Z_GRUPO","int",,YES,"",2,
"dbo","EC_CURSOPARTICIPANTESSUG","FUNCIONARIO","int",,YES,"",3,
"dbo","EC_CURSOPARTICIPANTESSUG","PDI","int",,YES,"",4,
"dbo","EC_CURSOPARTICIPANTESSUG","PDE","int",,YES,"",5,
"dbo","EC_CURSOPARTICIPANTESSUG","TRILHACARGO","int",,YES,"",6,
"dbo","EC_CURSOPARTICIPANTESSUG","TRILHAFUNCAO","int",,YES,"",7,
"dbo","EC_CURSOPARTICIPANTESSUG","FUNCIONARIOPAGAMENTO","int",,YES,"",8,
"dbo","EC_CURSOPARTICIPANTESSUG","TURMA","int",,YES,"",9,
"dbo","EC_CURSOPARTICIPANTESSUG","STATUSINSCRICAO","int",,YES,"",10,
"dbo","EC_CURSOPARTICIPANTESSUG","MOTIVORECUSA","text",2147483647,YES,"",11,
"dbo","EC_DEFINICOES","HANDLE","int",,NO,"",1,PK
"dbo","EC_DEFINICOES","Z_GRUPO","int",,YES,"",2,
"dbo","EC_DEFINICOES","RELATORIOPRESENCA","int",,YES,"",3,
"dbo","EC_DEFINICOES","RELATORIOCERTIFICADO","int",,YES,"",4,
"dbo","EC_DEFINICOES","AVALIACAOREACAO","int",,YES,"",5,
"dbo","EC_DEFINICOES","INTEGRACAOEAD","int",,YES,"",6,
"dbo","EC_DEFINICOES","DATAINCLUSAO","datetime",,YES,"",7,
"dbo","EC_DEFINICOES","USUARIOINCLUSAO","varchar",250,YES,"",8,
"dbo","EC_DEFINICOES","DATAALTERACAO","datetime",,YES,"",9,
"dbo","EC_DEFINICOES","USUARIOALTERACAO","varchar",250,YES,"",10,
"dbo","EC_DEFINICOES","RELATORIOTRILHAS","int",,YES,"",11,
"dbo","EC_DEFINICOES","TOKENMOODLE","varchar",250,YES,"",12,
"dbo","EC_DEFINICOES","URLMOODLE","varchar",250,YES,"",13,
"dbo","EC_DEFINICOES","PARAMETROTOKENMOODLE","varchar",100,YES,"",14,
"dbo","EC_DEFINICOES","PARAMETROFUNCTIONMOODLE","varchar",100,YES,"",15,
"dbo","EC_DEFINICOES","SENHAPADRAOUSUARIOSEAD","varchar",100,YES,"",16,
"dbo","EC_DEFINICOES","EXIBIRCONCEITO","char",1,YES,"",17,
"dbo","EC_DEFINICOES","DESENHOTRILHA","int",,YES,"",18,
"dbo","EC_DEFINICOES","LOGINUSUARIOSEAD","int",,YES,"",19,
"dbo","EC_DEFINICOES","NOMECURSO","int",,YES,"",20,
"dbo","EC_DEFINICOES","FECHARTRILHAS","char",1,YES,"",21,
"dbo","EC_DEFINICOES","CONTROLETRILHAS","varchar",2,YES,"",22,
"dbo","EC_DEFINICOES","ULTRAPASSARORCAMENTO","char",1,YES,"",23,
"dbo","EC_DEFINICOES","EXIBIRCARGAHORARIA","char",1,YES,"",24,
"dbo","EC_DEFINICOES","FILTROCOLABORADORESLECTOR","varchar",800,YES,"",25,
"dbo","EC_DEFINICOES","URLBASELECTOR","varchar",250,YES,"",26,
