SCHEMA,TABLE,COLUMN,TYPE,MAX_LEN,NULLABLE,DEFAULT,POS,PK
"dbo","AA_AA_COLECOES","HANDLE","int",,NO,"",1,PK
"dbo","AA_AA_COLECOES","Z_GRUPO","int",,YES,"",2,
"dbo","AA_AA_COLECOES","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_AA_COLECOES","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_AA_COLECOES","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_AA_FORMULARIOSOLICITACOES","HANDLE","int",,NO,"",1,PK
"dbo","AA_AA_FORMULARIOSOLICITACOES","Z_GRUPO","int",,YES,"",2,
"dbo","AA_AA_FORMULARIOSOLICITACOES","CODIGOINTERNO","varchar",50,YES,"",3,
"dbo","AA_AA_FORMULARIOSOLICITACOES","FORMULARIOVERSAO","int",,YES,"",4,
"dbo","AA_AA_FORMULARIOSOLICITACOES","NOME","varchar",100,YES,"",5,
"dbo","AA_AA_FORMULARIOSOLICITACOES","PRIORIDADE","int",,YES,"",6,
"dbo","AA_AA_FORMULARIOSOLICITACOES","HANDLEREGISTROREFERENCIA","int",,YES,"",7,
"dbo","AA_AA_USUARIOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_AA_USUARIOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_AA_USUARIOS","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_AA_USUARIOS","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_AA_USUARIOS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","HANDLE","int",,NO,"",1,PK
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","Z_GRUPO","int",,YES,"",2,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","CAMPOENTIDADE","int",,YES,"",3,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","CODIGOINTERNO","varchar",40,YES,"",4,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","TIPO","int",,YES,"",5,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","ESTILO","int",,YES,"",6,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","TITULO","varchar",20,YES,"",7,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","ENVIAR","char",1,YES,"",8,
"dbo","AA_ACOESCOLECAOIMPLEMENTADA","COLECAOIMPLEMENTADA","int",,YES,"",9,
"dbo","AA_ADM_ESTABELECIMENTOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_ADM_ESTABELECIMENTOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_ADM_ESTABELECIMENTOS","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_ADM_ESTABELECIMENTOS","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_ADM_ESTABELECIMENTOS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_BF_PACOTEFUNCDATAESCOLHAS","HANDLE","int",,NO,"",1,PK
"dbo","AA_BF_PACOTEFUNCDATAESCOLHAS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_BF_PACOTEFUNCDATAESCOLHAS","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_BF_PACOTEFUNCDATAESCOLHAS","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_BF_PACOTEFUNCDATAESCOLHAS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_BS_FUNCBENEFINDIVIDUAIS","HANDLE","int",,NO,"",1,PK
"dbo","AA_BS_FUNCBENEFINDIVIDUAIS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_BS_FUNCBENEFINDIVIDUAIS","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_BS_FUNCBENEFINDIVIDUAIS","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_BS_FUNCBENEFINDIVIDUAIS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_BS_FUNCIONARIOBENEFICIOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_BS_FUNCIONARIOBENEFICIOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_BS_FUNCIONARIOBENEFICIOS","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_BS_FUNCIONARIOBENEFICIOS","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_BS_FUNCIONARIOBENEFICIOS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_COLECOES","HANDLE","int",,NO,"",1,PK
"dbo","AA_COLECOES","Z_GRUPO","int",,YES,"",2,
"dbo","AA_COLECOES","NOME","varchar",40,YES,"",3,
"dbo","AA_COLECOES","SELECAOESPECIALFUNCIONARIOS","varchar",-1,YES,"",4,
"dbo","AA_COLECOES","COLECAOPAI","int",,YES,"",5,
"dbo","AA_COLECOES","ICONE","varchar",40,YES,"",6,
"dbo","AA_COLECOES","ORDEM","int",,YES,"",7,
"dbo","AA_COLECOES","DATAINICIOENVIO","datetime",,YES,"",8,
"dbo","AA_COLECOES","COLECAOIMPLEMENTADA","int",,YES,"",9,
"dbo","AA_COLECOES","ENVIOPORAGENDAMENTO","char",1,YES,"",10,
"dbo","AA_COLECOES","TABULTIMONIVEL","int",,YES,"",11,
"dbo","AA_COLECOES","VERSAOESPELHAMENTO","int",,YES,"",12,
"dbo","AA_COLECOES","INTERNA","char",1,YES,"",13,
"dbo","AA_COLECOESIMPLEMENTADAS","HANDLE","int",,NO,"",1,PK
"dbo","AA_COLECOESIMPLEMENTADAS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_COLECOESIMPLEMENTADAS","CODIGOINTERNO","varchar",40,YES,"",3,
"dbo","AA_COLECOESIMPLEMENTADAS","NOME","varchar",50,YES,"",4,
"dbo","AA_COLECOESIMPLEMENTADAS","PRIORIDADE","int",,YES,"",5,
"dbo","AA_COLECOESIMPLEMENTADAS","INTERNA","char",1,YES,"",6,
"dbo","AA_COLECOESIMPLEMENTADAS","CUSTOMIZAVEL","char",1,YES,"",7,
"dbo","AA_COLECOESIMPLEMENTADAS","TABELAREFERENCIAORIGEM","int",,YES,"",8,
"dbo","AA_COLECOESIMPLEMENTADAS","POSSUISUMARIO","char",1,YES,"",9,
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","HANDLE","int",,NO,"",1,PK
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","Z_GRUPO","int",,YES,"",2,
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","ORDEM","int",,YES,"",3,
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","LEGENDACUSTOMIZADA","varchar",25,YES,"",4,
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","COLECAOIMPLEMENTADA","int",,YES,"",5,
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","CAMPO","int",,YES,"",6,
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","TABELA","int",,YES,"",7,
"dbo","AA_CONFIGCAMPOCUSTOMIZADO","CAMPOFORMULARIO","int",,YES,"",8,
"dbo","AA_CONFIGCAMPOFORMULARIO","HANDLE","int",,NO,"",1,PK
"dbo","AA_CONFIGCAMPOFORMULARIO","Z_GRUPO","int",,YES,"",2,
"dbo","AA_CONFIGCAMPOFORMULARIO","CAMPOLIGACAO","int",,YES,"",3,
"dbo","AA_CONFIGCAMPOFORMULARIO","NOME","varchar",25,YES,"",4,
"dbo","AA_CONFIGCAMPOFORMULARIO","TABELALIGACAO","int",,YES,"",5,
"dbo","AA_CONFIGCAMPOFORMULARIO","SELECAOESPECIAL","varchar",-1,YES,"",6,
"dbo","AA_CONFIGCAMPOFORMULARIO","ORDEM","int",,YES,"",7,
"dbo","AA_CONFIGCAMPOFORMULARIO","CAMPOORIGEMLIGACAO","int",,YES,"",8,
"dbo","AA_CONFIGCAMPOFORMULARIO","COLECAOIMPLEMENTADA","int",,YES,"",9,
"dbo","AA_CONFIGCAMPOFORMULARIO","TIPO","int",,YES,"",10,
"dbo","AA_CONFIGDETALHECAMPOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_CONFIGDETALHECAMPOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_CONFIGDETALHECAMPOS","ORDEM","int",,YES,"",3,
"dbo","AA_CONFIGDETALHECAMPOS","LEGENDACUSTOMIZADA","varchar",25,YES,"",4,
"dbo","AA_CONFIGDETALHECAMPOS","ESTILO","int",,YES,"",5,
"dbo","AA_CONFIGDETALHECAMPOS","TABELA","int",,YES,"",6,
"dbo","AA_CONFIGDETALHECAMPOS","CAMPO","int",,YES,"",7,
"dbo","AA_CONFIGDETALHECAMPOS","CONFIGDETALHELINHA","int",,YES,"",8,
"dbo","AA_CONFIGDETALHELINHAS","HANDLE","int",,NO,"",1,PK
"dbo","AA_CONFIGDETALHELINHAS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_CONFIGDETALHELINHAS","NOME","varchar",100,YES,"",3,
"dbo","AA_CONFIGDETALHELINHAS","INCLUIRDIVISOR","char",1,YES,"",4,
"dbo","AA_CONFIGDETALHELINHAS","ORDEM","int",,YES,"",5,
"dbo","AA_CONFIGDETALHELINHAS","TIPO","int",,YES,"",6,
"dbo","AA_CONFIGDETALHELINHAS","CONFIGDETALHE","int",,YES,"",7,
"dbo","AA_CONFIGDETALHES","HANDLE","int",,NO,"",1,PK
"dbo","AA_CONFIGDETALHES","Z_GRUPO","int",,YES,"",2,
"dbo","AA_CONFIGDETALHES","CAMPOLIGACAO","int",,YES,"",3,
"dbo","AA_CONFIGDETALHES","NOME","varchar",25,YES,"",4,
"dbo","AA_CONFIGDETALHES","TABELALIGACAO","int",,YES,"",5,
"dbo","AA_CONFIGDETALHES","TIPO","int",,YES,"",6,
"dbo","AA_CONFIGDETALHES","SELECAOESPECIAL","varchar",-1,YES,"",7,
"dbo","AA_CONFIGDETALHES","DETALHEPAI","int",,YES,"",8,
"dbo","AA_CONFIGDETALHES","TEMPLATE","varchar",20,YES,"",9,
"dbo","AA_CONFIGDETALHES","CAMPOORIGEMLIGACAO","int",,YES,"",10,
"dbo","AA_CONFIGDETALHES","COLECAOIMPLEMENTADA","int",,YES,"",11,
"dbo","AA_CONFIGDETALHES","COR","int",,YES,"",12,
"dbo","AA_CONFIGDETALHES","ORDEM","int",,YES,"",13,
"dbo","AA_CONFIGURACAO","HANDLE","int",,NO,"",1,PK
"dbo","AA_CONFIGURACAO","Z_GRUPO","int",,YES,"",2,
"dbo","AA_CONFIGURACAO","USUARIO","varchar",100,YES,"",3,
"dbo","AA_CONFIGURACAO","SECRETID","varchar",100,YES,"",4,
"dbo","AA_CONFIGURACAO","SELECAOESPECIALFUNCIONARIOS","varchar",-1,YES,"",5,
"dbo","AA_CONFIGURACAO","ATIVO","char",1,YES,"",6,
"dbo","AA_CONFIGURACAO","URL","varchar",80,YES,"",7,
"dbo","AA_CONFIGURACAO","CLIENTID","varchar",100,YES,"",8,
"dbo","AA_CONFIGURACAO","NOMEDOMINIO","varchar",90,YES,"",9,
"dbo","AA_CONFIGURACAO","ORIGEMDOMINIO","int",,YES,"",10,
"dbo","AA_CONFIGURACAO","TIPOENVIOARQUIVO","int",,YES,"",11,
"dbo","AA_CONFIGURACAO","CONCATENARDOMINIOAOUSUARIO","char",1,YES,"",12,
"dbo","AA_CONFIGURACAODOMINIOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_CONFIGURACAODOMINIOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_CONFIGURACAODOMINIOS","EMPRESA","int",,YES,"",3,
"dbo","AA_CONFIGURACAODOMINIOS","NOMEDOMINIO","varchar",90,YES,"",4,
"dbo","AA_DO_FUNCIONARIOCARGOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOCARGOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOCARGOS","CLASSE","int",,YES,"",3,
"dbo","AA_DO_FUNCIONARIOCARGOS","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_DO_FUNCIONARIOCARGOS","CARGO","int",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOCARGOS","INICIO","datetime",,YES,"",6,
"dbo","AA_DO_FUNCIONARIOCARGOS","FIM","datetime",,YES,"",7,
"dbo","AA_DO_FUNCIONARIOCARGOS","MOTIVO","int",,YES,"",8,
"dbo","AA_DO_FUNCIONARIOCARGOS","PROXIMAPROMOCAO","datetime",,YES,"",9,
"dbo","AA_DO_FUNCIONARIOCARGOS","HANDLEREGISTROREFERENCIA","int",,YES,"",10,
"dbo","AA_DO_FUNCIONARIOS_EMPRESA","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOS_EMPRESA","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOS_EMPRESA","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_DO_FUNCIONARIOS_EMPRESA","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_DO_FUNCIONARIOS_EMPRESA","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOS_EQUIPE","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOS_EQUIPE","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOS_EQUIPE","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_DO_FUNCIONARIOS_EQUIPE","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_DO_FUNCIONARIOS_EQUIPE","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOS_PESSOAIS","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOS_PESSOAIS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOS_PESSOAIS","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_DO_FUNCIONARIOS_PESSOAIS","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_DO_FUNCIONARIOS_PESSOAIS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOS_PROFISSAO","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOS_PROFISSAO","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOS_PROFISSAO","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_DO_FUNCIONARIOS_PROFISSAO","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_DO_FUNCIONARIOS_PROFISSAO","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOS_PROFISSAO","CARGO","int",,YES,"",6,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOS_SALARIO","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","CORRELATIONID","varchar",40,YES,"",3,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","INICIO","datetime",,YES,"",4,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","FIM","datetime",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","TIPOSALARIO","int",,YES,"",6,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","MOTIVO","int",,YES,"",7,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","SALARIO","float",,YES,"",8,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","PERCENTUAL","float",,YES,"",9,
"dbo","AA_DO_FUNCIONARIOS_SALARIO","HANDLEREGISTROREFERENCIA","int",,YES,"",10,
"dbo","AA_DO_FUNCIONARIOS_USUARIO","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOS_USUARIO","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOS_USUARIO","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_DO_FUNCIONARIOS_USUARIO","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_DO_FUNCIONARIOS_USUARIO","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOS_USUARIO","ESPELHAMENTOPRINCIPAL","int",,YES,"",6,
"dbo","AA_DO_FUNCIONARIOS_VINCULO","HANDLE","int",,NO,"",1,PK
"dbo","AA_DO_FUNCIONARIOS_VINCULO","Z_GRUPO","int",,YES,"",2,
"dbo","AA_DO_FUNCIONARIOS_VINCULO","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_DO_FUNCIONARIOS_VINCULO","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_DO_FUNCIONARIOS_VINCULO","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_DO_FUNCIONARIOS_VINCULO","CARGO","int",,YES,"",6,
"dbo","AA_EC_CURSOPARTICIPANTES","HANDLE","int",,NO,"",1,PK
"dbo","AA_EC_CURSOPARTICIPANTES","Z_GRUPO","int",,YES,"",2,
"dbo","AA_EC_CURSOPARTICIPANTES","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_EC_CURSOPARTICIPANTES","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_EC_CURSOPARTICIPANTES","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_EC_TURMAHORARIOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_EC_TURMAHORARIOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_EC_TURMAHORARIOS","CORRELATIONID","varchar",40,YES,"",3,
"dbo","AA_EC_TURMAHORARIOS","VERSAOESPELHAMENTO","int",,YES,"",4,
"dbo","AA_EC_TURMAHORARIOS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_EC_TURMAHORARIOS","ESPELHAMENTOPRINCIPAL","int",,YES,"",6,
"dbo","AA_EC_TURMAHORARIOS_DISPONIVEL","HANDLE","int",,NO,"",1,PK
"dbo","AA_EC_TURMAHORARIOS_DISPONIVEL","Z_GRUPO","int",,YES,"",2,
"dbo","AA_EC_TURMAHORARIOS_DISPONIVEL","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_EC_TURMAHORARIOS_DISPONIVEL","CORRELATIONID","varchar",40,YES,"",4,
"dbo","AA_EC_TURMAHORARIOS_DISPONIVEL","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_FILAACOES","HANDLE","int",,NO,"",1,PK
"dbo","AA_FILAACOES","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FILAACOES","ACTIONCORRELATIONID","varchar",40,YES,"",3,
"dbo","AA_FILAACOES","ERRO","varchar",-1,YES,"",4,
"dbo","AA_FILAACOES","SITUACAO","int",,YES,"",5,
"dbo","AA_FILAENVIO","Z_GRUPO","int",,YES,"",1,
"dbo","AA_FILAENVIO","ERRO","varchar",-1,YES,"",2,
"dbo","AA_FILAENVIO","HANDLEORIGEM","int",,YES,"",3,
"dbo","AA_FILAENVIO","OPERACAO","int",,YES,"",4,
"dbo","AA_FILAENVIO","SITUACAO","int",,YES,"",5,
"dbo","AA_FILAENVIO","COLECAO","int",,YES,"",6,
"dbo","AA_FILAENVIO","PAYLOAD","varchar",-1,YES,"",7,
"dbo","AA_FILAENVIO","PILHADEERRO","varchar",-1,YES,"",8,
"dbo","AA_FILAINSTANCIAS","HANDLE","int",,NO,"",1,PK
"dbo","AA_FILAINSTANCIAS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FILAINSTANCIAS","ERRO","varchar",-1,YES,"",3,
"dbo","AA_FILAINSTANCIAS","REQUESTINSTANCEUID","varchar",40,YES,"",4,
"dbo","AA_FILAINSTANCIAS","REQUESTFORMCORRELATIONID","varchar",40,YES,"",5,
"dbo","AA_FILAINSTANCIAS","SITUACAO","int",,YES,"",6,
"dbo","AA_FILASOLICITACOES","Z_GRUPO","int",,YES,"",1,
"dbo","AA_FILASOLICITACOES","CODIGOINTERNO","varchar",50,YES,"",2,
"dbo","AA_FILASOLICITACOES","ERRO","varchar",-1,YES,"",3,
"dbo","AA_FILASOLICITACOES","PILHADEERRO","varchar",-1,YES,"",4,
"dbo","AA_FILASOLICITACOES","SITUACAO","int",,YES,"",5,
"dbo","AA_FILASOLICITACOES","OPERACAO","int",,YES,"",6,
"dbo","AA_FILASOLICITACOES","PAYLOAD","varchar",-1,YES,"",7,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","NOME","varchar",100,YES,"",3,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","TEXTO","varchar",-1,YES,"",4,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","TITULO","varchar",120,YES,"",5,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","DETALHE","varchar",40,YES,"",6,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","OBRIGATORIO","char",1,YES,"",7,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","ORDEM","int",,YES,"",8,
"dbo","AA_FORMULARIOSOLICITACAOCAMPOS","FORMULARIOSOLICITACAO","int",,YES,"",9,
"dbo","AA_FORMULARIOSOLICITACOES","HANDLE","int",,NO,"",1,PK
"dbo","AA_FORMULARIOSOLICITACOES","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FORMULARIOSOLICITACOES","CODIGOINTERNO","varchar",50,YES,"",3,
"dbo","AA_FORMULARIOSOLICITACOES","FORMULARIOVERSAO","int",,YES,"",4,
"dbo","AA_FORMULARIOSOLICITACOES","NOME","varchar",100,YES,"",5,
"dbo","AA_FORMULARIOSOLICITACOES","PRIORIDADE","int",,YES,"",6,
"dbo","AA_FP_CRFUNCIONARIOS","HANDLE","int",,NO,"",1,PK
"dbo","AA_FP_CRFUNCIONARIOS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FP_CRFUNCIONARIOS","ABONOPECUNIARIO","float",,YES,"",3,
"dbo","AA_FP_CRFUNCIONARIOS","REDUTORIRRF","float",,YES,"",4,
"dbo","AA_FP_CRFUNCIONARIOS","INDENIZACOES","float",,YES,"",5,
"dbo","AA_FP_CRFUNCIONARIOS","PREVOFICIAL","float",,YES,"",6,
"dbo","AA_FP_CRFUNCIONARIOS","RENDIMENTOS","float",,YES,"",7,
"dbo","AA_FP_CRFUNCIONARIOS","IR13SALARIO","float",,YES,"",8,
"dbo","AA_FP_CRFUNCIONARIOS","IMPOSTORETIDO","float",,YES,"",9,
"dbo","AA_FP_CRFUNCIONARIOS","CODIGORETENCAO","int",,YES,"",10,
"dbo","AA_FP_CRFUNCIONARIOS","CORRELATIONID","varchar",40,YES,"",11,
"dbo","AA_FP_CRFUNCIONARIOS","JUROSMORA","numeric",,YES,"",12,
"dbo","AA_FP_CRFUNCIONARIOS","OUTROSNAOTRIBUT","float",,YES,"",13,
"dbo","AA_FP_CRFUNCIONARIOS","OUTROSTRIBEXC","float",,YES,"",14,
"dbo","AA_FP_CRFUNCIONARIOS","APOSENTACIDDOEN","float",,YES,"",15,
"dbo","AA_FP_CRFUNCIONARIOS","PENSAOALIMENTICIA","float",,YES,"",16,
"dbo","AA_FP_CRFUNCIONARIOS","SALARIOFAMILIA","float",,YES,"",17,
"dbo","AA_FP_CRFUNCIONARIOS","PREVPRIVADA","float",,YES,"",18,
"dbo","AA_FP_CRFUNCIONARIOS","DECIMOTERCEIRO","float",,YES,"",19,
"dbo","AA_FP_CRFUNCIONARIOS","DIARIAS","float",,YES,"",20,
"dbo","AA_FP_CRFUNCIONARIOS","LUCRO","float",,YES,"",21,
"dbo","AA_FP_CRFUNCIONARIOS","DEPENDENTES","float",,YES,"",22,
"dbo","AA_FP_CRFUNCIONARIOS","APOSENTIDADE13","numeric",,YES,"",23,
"dbo","AA_FP_CRFUNCIONARIOS","APOSENTIDADE","float",,YES,"",24,
"dbo","AA_FP_CRFUNCIONARIOS","HANDLEREGISTROREFERENCIA","int",,YES,"",25,
"dbo","AA_FP_FUNCEMPRESTIMOPARCELAS","HANDLE","int",,NO,"",1,PK
"dbo","AA_FP_FUNCEMPRESTIMOPARCELAS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FP_FUNCEMPRESTIMOPARCELAS","CORRELATIONID","varchar",40,YES,"",3,
"dbo","AA_FP_FUNCEMPRESTIMOPARCELAS","ESPELHAMENTOPRINCIPAL","int",,YES,"",4,
"dbo","AA_FP_FUNCEMPRESTIMOPARCELAS","HANDLEREGISTROREFERENCIA","int",,YES,"",5,
"dbo","AA_FP_FUNCEMPRESTIMOPARCELAS","SITUACAO","varchar",2,YES,"",6,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","HANDLE","int",,NO,"",1,PK
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","PERIODOCONCESSIVOINICIO","datetime",,YES,"",3,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","DIASCREDITO","float",,YES,"",4,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","DIASAFASTAMENTO","int",,YES,"",5,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","DIASLICENCAREM","int",,YES,"",6,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","DIASFERIASAMPLIADA","float",,YES,"",7,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","PERIODOSUSPENSOAFASTAMENTO","char",1,YES,"",8,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","HORASFALTAS","float",,YES,"",9,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","DIASFALTAS","int",,YES,"",10,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","MESESSUSPENSAO","int",,YES,"",11,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","SUSPENSAOFIM","datetime",,YES,"",12,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","CORRELATIONID","varchar",40,YES,"",13,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","ORIGEM","int",,YES,"",14,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","INICIO","datetime",,YES,"",15,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","PERIODOCONCESSIVOFIM","datetime",,YES,"",16,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","INTEGRATIONMODE","char",1,YES,"",17,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","FIM","datetime",,YES,"",18,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","BAIXAESPECIAL","int",,YES,"",19,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","DIASPROPORCIONAIS","float",,YES,"",20,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","SUSPENSAOINICIO","datetime",,YES,"",21,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","OBSERVACAOBAIXA","varchar",250,YES,"",22,
"dbo","AA_FP_FUNCFERIASADQUIRIDAS","HANDLEREGISTROREFERENCIA","int",,YES,"",23,
"dbo","AA_FP_FUNCFOLHASCALCULADAS","HANDLE","int",,NO,"",1,PK
"dbo","AA_FP_FUNCFOLHASCALCULADAS","Z_GRUPO","int",,YES,"",2,
"dbo","AA_FP_FUNCFOLHASCALCULADAS","VERSAOESPELHAMENTO","int",,YES,"",3,
"dbo","AA_FP_FUNCFOLHASCALCULADAS","CORRELATIONID","varchar",40,YES,"",4,
