FK_NAME,PARENT_SCHEMA,PARENT_TABLE,PARENT_COLUMN,REF_SCHEMA,REF_TABLE,REF_COLUMN
"FK_5404_67016","dbo","AE_ADIANTAMENTOSCLIENTE","CLIENTE","dbo","GN_PESSOAS","HANDLE"
"FK_5404_67018","dbo","AE_ADIANTAMENTOSCLIENTE","FILIAL","dbo","FILIAIS","HANDLE"
"FK_5404_67404","dbo","AE_ADIANTAMENTOSCLIENTE","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_5404_67406","dbo","AE_ADIANTAMENTOSCLIENTE","DOCUMENTO","dbo","FN_DOCUMENTOS","HANDLE"
"FK_3150_39440","dbo","AE_ANEXOS","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2856_34565","dbo","AE_BRIEFING","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2856_34567","dbo","AE_BRIEFING","ORIGEM","dbo","MUNICIPIOS","HANDLE"
"FK_2856_34568","dbo","AE_BRIEFING","DESTINO","dbo","MUNICIPIOS","HANDLE"
"FK_2856_34577","dbo","AE_BRIEFING","USUARIOINCLUIU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2856_34579","dbo","AE_BRIEFING","USUARIOALTEROU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2856_43193","dbo","AE_BRIEFING","SUBSTITUIRBRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2856_43195","dbo","AE_BRIEFING","USUARIOCANCELOU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2856_65450","dbo","AE_BRIEFING","TIPOMISCELANEO","dbo","BB_TIPOMISCELANIO","HANDLE"
"FK_2977_36527","dbo","AE_BRIEFINGCOTACOES","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2977_36529","dbo","AE_BRIEFINGCOTACOES","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2977_36541","dbo","AE_BRIEFINGCOTACOES","USUARIOINCLUIU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2977_36543","dbo","AE_BRIEFINGCOTACOES","USUARIOALTEROU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2882_34849","dbo","AE_BRIEFINGSEGMENTO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2882_34850","dbo","AE_BRIEFINGSEGMENTO","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2862_34658","dbo","AE_CONTRATO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2862_34895","dbo","AE_CONTRATO","PROPOSTA","dbo","AE_PROPOSTA","HANDLE"
"FK_8222_98003","dbo","AE_EVENTODOCUMENTOANEXOS","EVENTODOCUMENTO","dbo","AE_EVENTODOCUMENTOS","HANDLE"
"FK_7704_92880","dbo","AE_EVENTODOCUMENTOITENS","DOCUMENTO","dbo","AE_EVENTODOCUMENTOS","HANDLE"
"FK_7704_92882","dbo","AE_EVENTODOCUMENTOITENS","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_7704_92889","dbo","AE_EVENTODOCUMENTOITENS","DOCUMENTOFORNECEDOR","dbo","AE_EVENTODOCUMENTOS","HANDLE"
"FK_7335_109702","dbo","AE_EVENTODOCUMENTOS","ORDEMVENDA","dbo","BB_ORDENSVENDAINTEGRACOES","HANDLE"
"FK_7335_89622","dbo","AE_EVENTODOCUMENTOS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_7335_89623","dbo","AE_EVENTODOCUMENTOS","DOCUMENTO","dbo","FN_DOCUMENTOS","HANDLE"
"FK_7335_89625","dbo","AE_EVENTODOCUMENTOS","CIDADE","dbo","MUNICIPIOS","HANDLE"
"FK_7335_91206","dbo","AE_EVENTODOCUMENTOS","EVENTODOCUMENTO","dbo","AE_EVENTODOCUMENTOS","HANDLE"
"FK_7335_92116","dbo","AE_EVENTODOCUMENTOS","CENTROCUSTO","dbo","BB_CLIENTECC","HANDLE"
"FK_7336_89626","dbo","AE_EVENTOLOGS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_7694_92782","dbo","AE_EVENTORATEIOS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_7694_92783","dbo","AE_EVENTORATEIOS","CENTROCUSTO","dbo","BB_CLIENTECC","HANDLE"
"FK_7694_92879","dbo","AE_EVENTORATEIOS","PESSOA","dbo","GN_PESSOAS","HANDLE"
"FK_2855_112682","dbo","AE_EVENTOS","TIPORESERVA","dbo","BB_TIPORESERVA","HANDLE"
"FK_2855_112687","dbo","AE_EVENTOS","STATUSEVENTO","dbo","AE_STATUS","HANDLE"
"FK_2855_112688","dbo","AE_EVENTOS","STATUSOPERACIONAL","dbo","AE_STATUS","HANDLE"
"FK_2855_112702","dbo","AE_EVENTOS","NUCLEOATENDIMENTO","dbo","AE_NUCLEOATENDIMENTOS","HANDLE"
"FK_2855_34563","dbo","AE_EVENTOS","CIDADE","dbo","MUNICIPIOS","HANDLE"
"FK_2855_34583","dbo","AE_EVENTOS","USUARIOINCLUIU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2855_34585","dbo","AE_EVENTOS","USUARIOALTEROU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2855_34596","dbo","AE_EVENTOS","CLIENTE","dbo","GN_PESSOAS","HANDLE"
"FK_2855_34916","dbo","AE_EVENTOS","CENTROCUSTO","dbo","BB_CLIENTECC","HANDLE"
"FK_2855_42069","dbo","AE_EVENTOS","USUARIOPRECIFICOU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2855_43174","dbo","AE_EVENTOS","USUARIOFECHOU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2855_85404","dbo","AE_EVENTOS","CENTRODECUSTO","dbo","CT_CC","HANDLE"
"FK_2855_85405","dbo","AE_EVENTOS","PROJETO","dbo","GN_PROJETOS","HANDLE"
"FK_2855_89614","dbo","AE_EVENTOS","CONTATOFINANCEIRO","dbo","GN_PESSOACONTATOS","HANDLE"
"FK_2855_89615","dbo","AE_EVENTOS","CONTATOSOLICITANTE","dbo","GN_PESSOACONTATOS","HANDLE"
"FK_2855_89616","dbo","AE_EVENTOS","RESPONSAVEL","dbo","GN_PESSOAS","HANDLE"
"FK_2855_89798","dbo","AE_EVENTOS","PCC","dbo","BB_MAQUINAS","HANDLE"
"FK_2855_94027","dbo","AE_EVENTOS","EMPRESA","dbo","EMPRESAS","HANDLE"
"FK_2855_98039","dbo","AE_EVENTOS","TIPOEVENTO","dbo","AE_TIPOS","HANDLE"
"FK_8302_98565","dbo","AE_INTEGRACAOCONFIGURACOES","EMPRESA","dbo","EMPRESAS","HANDLE"
"FK_2858_34608","dbo","AE_LISTAFORNECEDORES","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2858_34621","dbo","AE_LISTAFORNECEDORES","PAIS","dbo","PAISES","HANDLE"
"FK_2858_34622","dbo","AE_LISTAFORNECEDORES","ESTADO","dbo","ESTADOS","HANDLE"
"FK_2858_34623","dbo","AE_LISTAFORNECEDORES","MUNICIPIO","dbo","MUNICIPIOS","HANDLE"
"FK_5283_65617","dbo","AE_PARAMETROS","EMPRESA","dbo","EMPRESAS","HANDLE"
"FK_5283_65619","dbo","AE_PARAMETROS","INCLUIDOPOR","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_5283_65621","dbo","AE_PARAMETROS","ALTERADOPOR","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_5283_89631","dbo","AE_PARAMETROS","OPERACAOBAIXAADTOCRE","dbo","GN_OPERACOES","HANDLE"
"FK_5283_91106","dbo","AE_PARAMETROS","OPERACAOBAIXAADTOCPA","dbo","GN_OPERACOES","HANDLE"
"FK_5283_97401","dbo","AE_PARAMETROS","NIVELSUPERIORPROJETOAUTO","dbo","GN_PROJETOS","HANDLE"
"FK_2885_34892","dbo","AE_PARTICIPANTEACCOUNTINGS","PARTICIPANTE","dbo","AE_PARTICIPANTES","HANDLE"
"FK_2885_34893","dbo","AE_PARTICIPANTEACCOUNTINGS","ACCOUNTING","dbo","BB_PNRACCOUNTINGS","HANDLE"
"FK_2885_34942","dbo","AE_PARTICIPANTEACCOUNTINGS","RLOC","dbo","BB_PNRS","HANDLE"
"FK_2857_34569","dbo","AE_PARTICIPANTES","CLIENTE","dbo","GN_PESSOAS","HANDLE"
"FK_2857_34570","dbo","AE_PARTICIPANTES","ORIGEM","dbo","MUNICIPIOS","HANDLE"
"FK_2857_34574","dbo","AE_PARTICIPANTES","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2857_34591","dbo","AE_PARTICIPANTES","USUARIOINCLUIU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2857_34593","dbo","AE_PARTICIPANTES","USUARIOALTEROU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2857_34917","dbo","AE_PARTICIPANTES","CENTROCUSTO","dbo","BB_CLIENTECC","HANDLE"
"FK_2883_34855","dbo","AE_PROPOSTA","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2884_34859","dbo","AE_PROPOSTAITENS","PROPOSTA","dbo","AE_PROPOSTA","HANDLE"
"FK_2884_34860","dbo","AE_PROPOSTAITENS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2884_34880","dbo","AE_PROPOSTAITENS","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2884_42066","dbo","AE_PROPOSTAITENS","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2884_43173","dbo","AE_PROPOSTAITENS","AGRUPAMENTO","dbo","AE_SEGMENTOAGRUPAMENTOS","HANDLE"
"FK_2869_34696","dbo","AE_SEGMENTO","STATUS","dbo","AE_STATUS","HANDLE"
"FK_2869_34836","dbo","AE_SEGMENTO","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2869_34840","dbo","AE_SEGMENTO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2869_36608","dbo","AE_SEGMENTO","AGRUPAMENTO","dbo","AE_SEGMENTOAGRUPAMENTOS","HANDLE"
"FK_2869_42091","dbo","AE_SEGMENTO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2869_76756","dbo","AE_SEGMENTO","ORGANIZADOR","dbo","GN_PESSOAS","HANDLE"
"FK_2872_34754","dbo","AE_SEGMENTOAEB","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2872_34755","dbo","AE_SEGMENTOAEB","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2872_34756","dbo","AE_SEGMENTOAEB","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2872_34757","dbo","AE_SEGMENTOAEB","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2868_34690","dbo","AE_SEGMENTOAEREO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2868_34691","dbo","AE_SEGMENTOAEREO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2868_34694","dbo","AE_SEGMENTOAEREO","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2868_34701","dbo","AE_SEGMENTOAEREO","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2868_34707","dbo","AE_SEGMENTOAEREO","CLASSE","dbo","BB_AEREO_CLASSES","HANDLE"
"FK_2868_34746","dbo","AE_SEGMENTOAEREO","ORIGEM","dbo","MUNICIPIOS","HANDLE"
"FK_2868_34747","dbo","AE_SEGMENTOAEREO","DESTINO","dbo","MUNICIPIOS","HANDLE"
"FK_2980_36606","dbo","AE_SEGMENTOAGRUPAMENTOS","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2979_36558","dbo","AE_SEGMENTOCARRO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2979_36559","dbo","AE_SEGMENTOCARRO","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2979_36560","dbo","AE_SEGMENTOCARRO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2979_36571","dbo","AE_SEGMENTOCARRO","LOCALRET","dbo","MUNICIPIOS","HANDLE"
"FK_2979_36572","dbo","AE_SEGMENTOCARRO","LOCALDEV","dbo","MUNICIPIOS","HANDLE"
"FK_2979_36573","dbo","AE_SEGMENTOCARRO","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2859_34627","dbo","AE_SEGMENTOCOTACOES","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2859_34834","dbo","AE_SEGMENTOCOTACOES","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2859_34861","dbo","AE_SEGMENTOCOTACOES","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2859_36889","dbo","AE_SEGMENTOCOTACOES","BRIEFINGVENDATERCEIROS","dbo","AE_BRIEFING","HANDLE"
"FK_2859_43204","dbo","AE_SEGMENTOCOTACOES","TARIFARIO","dbo","BB_TARIFASHTL","HANDLE"
"FK_2859_67387","dbo","AE_SEGMENTOCOTACOES","MOEDA","dbo","GN_MOEDAS","HANDLE"
"FK_2859_76755","dbo","AE_SEGMENTOCOTACOES","ORGANIZADOR","dbo","GN_PESSOAS","HANDLE"
"FK_2879_34787","dbo","AE_SEGMENTODECORACAO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2879_34788","dbo","AE_SEGMENTODECORACAO","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2879_34789","dbo","AE_SEGMENTODECORACAO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2879_34790","dbo","AE_SEGMENTODECORACAO","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2871_34734","dbo","AE_SEGMENTODIVERSOS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2871_34735","dbo","AE_SEGMENTODIVERSOS","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2871_34736","dbo","AE_SEGMENTODIVERSOS","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2871_34738","dbo","AE_SEGMENTODIVERSOS","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2871_34741","dbo","AE_SEGMENTODIVERSOS","CIDADE","dbo","MUNICIPIOS","HANDLE"
"FK_2873_34760","dbo","AE_SEGMENTOEQUIPAMENTO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2873_34761","dbo","AE_SEGMENTOEQUIPAMENTO","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2873_34762","dbo","AE_SEGMENTOEQUIPAMENTO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2873_34763","dbo","AE_SEGMENTOEQUIPAMENTO","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2865_34678","dbo","AE_SEGMENTOHOSPEDAGEM","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2865_34679","dbo","AE_SEGMENTOHOSPEDAGEM","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2865_34682","dbo","AE_SEGMENTOHOSPEDAGEM","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2865_34689","dbo","AE_SEGMENTOHOSPEDAGEM","DESTINO","dbo","MUNICIPIOS","HANDLE"
"FK_2865_34695","dbo","AE_SEGMENTOHOSPEDAGEM","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2865_34854","dbo","AE_SEGMENTOHOSPEDAGEM","ORIGEM","dbo","MUNICIPIOS","HANDLE"
"FK_2978_36547","dbo","AE_SEGMENTOHOTEL","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2978_36548","dbo","AE_SEGMENTOHOTEL","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2978_36549","dbo","AE_SEGMENTOHOTEL","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2978_36556","dbo","AE_SEGMENTOHOTEL","DESTINO","dbo","MUNICIPIOS","HANDLE"
"FK_2978_36557","dbo","AE_SEGMENTOHOTEL","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2877_34771","dbo","AE_SEGMENTOINSTALACAO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2877_34772","dbo","AE_SEGMENTOINSTALACAO","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2877_34773","dbo","AE_SEGMENTOINSTALACAO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2877_34774","dbo","AE_SEGMENTOINSTALACAO","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2875_34767","dbo","AE_SEGMENTOMATERIAL","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2875_34768","dbo","AE_SEGMENTOMATERIAL","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2875_34769","dbo","AE_SEGMENTOMATERIAL","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2875_34770","dbo","AE_SEGMENTOMATERIAL","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_3152_39492","dbo","AE_SEGMENTOPACOTES","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_3152_39493","dbo","AE_SEGMENTOPACOTES","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_3152_39494","dbo","AE_SEGMENTOPACOTES","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_3152_39495","dbo","AE_SEGMENTOPACOTES","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_3152_39502","dbo","AE_SEGMENTOPACOTES","CIDADE","dbo","MUNICIPIOS","HANDLE"
"FK_2878_34780","dbo","AE_SEGMENTORH","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2878_34781","dbo","AE_SEGMENTORH","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2878_34782","dbo","AE_SEGMENTORH","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2878_34783","dbo","AE_SEGMENTORH","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2880_34809","dbo","AE_SEGMENTORODOVIARIO","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2880_34810","dbo","AE_SEGMENTORODOVIARIO","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2880_34811","dbo","AE_SEGMENTORODOVIARIO","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2880_34812","dbo","AE_SEGMENTORODOVIARIO","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2880_34818","dbo","AE_SEGMENTORODOVIARIO","LOCALRET","dbo","MUNICIPIOS","HANDLE"
"FK_2880_34819","dbo","AE_SEGMENTORODOVIARIO","LOCALDEV","dbo","MUNICIPIOS","HANDLE"
"FK_2870_34708","dbo","AE_SEGMENTOTERRESTRE","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2870_34709","dbo","AE_SEGMENTOTERRESTRE","SEGMENTO","dbo","AE_SEGMENTO","HANDLE"
"FK_2870_34710","dbo","AE_SEGMENTOTERRESTRE","BRIEFING","dbo","AE_BRIEFING","HANDLE"
"FK_2870_34748","dbo","AE_SEGMENTOTERRESTRE","LOCALRET","dbo","MUNICIPIOS","HANDLE"
"FK_2870_34749","dbo","AE_SEGMENTOTERRESTRE","LOCALDEV","dbo","MUNICIPIOS","HANDLE"
"FK_2870_34750","dbo","AE_SEGMENTOTERRESTRE","FORNECEDOR","dbo","GN_PESSOAS","HANDLE"
"FK_2864_34661","dbo","AE_SERVICODESTINOS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2864_34662","dbo","AE_SERVICODESTINOS","USUARIOINCLUIU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2864_34664","dbo","AE_SERVICODESTINOS","USUARIOALTEROU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2864_34674","dbo","AE_SERVICODESTINOS","SERVICO","dbo","AE_SERVICOS","HANDLE"
"FK_2863_34659","dbo","AE_SERVICOS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2863_34670","dbo","AE_SERVICOS","USUARIOINCLUIU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2863_34672","dbo","AE_SERVICOS","USUARIOALTEROU","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_2861_34656","dbo","AE_SERVICOSAPROVADOS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2861_34657","dbo","AE_SERVICOSAPROVADOS","COTACAO","dbo","AE_BRIEFINGCOTACOES","HANDLE"
"FK_2860_34645","dbo","AE_VENDAS","EVENTO","dbo","AE_EVENTOS","HANDLE"
"FK_2860_34646","dbo","AE_VENDAS","PARTICIPANTE","dbo","AE_PARTICIPANTEACCOUNTINGS","HANDLE"
"FK_2860_34647","dbo","AE_VENDAS","SERVICO","dbo","AE_BRIEFING","HANDLE"
"FK_2860_36890","dbo","AE_VENDAS","COTACAOBASE","dbo","AE_SEGMENTOCOTACOES","HANDLE"
"FK_5048_62622","dbo","AT_ADOCAOCPCS","ITEM","dbo","AT_ITENS","HANDLE"
"FK_5048_64186","dbo","AT_ADOCAOCPCS","CONTACONTABIL","dbo","CT_CONTAS","HANDLE"
"FK_1931_18649","dbo","AT_APOLICEITENS","APOLICE","dbo","AT_APOLICES","HANDLE"
"FK_1931_18650","dbo","AT_APOLICEITENS","ITEM","dbo","AT_ITENS","HANDLE"
"FK_1253_18648","dbo","AT_APOLICES","SEGURADORA","dbo","GN_PESSOAS","HANDLE"
"FK_7176_87864","dbo","AT_CALCULOCONTABILIZACAO","EMPRESA","dbo","EMPRESAS","HANDLE"
"FK_7176_87866","dbo","AT_CALCULOCONTABILIZACAO","USUARIOINCLUSAO","dbo","Z_GRUPOUSUARIOS","HANDLE"
"FK_1289_8407","dbo","AT_COMPONENTES","ITEM","dbo","AT_ITENS","HANDLE"
"FK_1289_8412","dbo","AT_COMPONENTES","TIPO","dbo","AT_TIPOSCOMPONENTES","HANDLE"
"FK_1654_13771","dbo","AT_CONTASFILIAL","FILIALORIGEM","dbo","FILIAIS","HANDLE"
"FK_1654_13772","dbo","AT_CONTASFILIAL","FILIALDESTINO","dbo","FILIAIS","HANDLE"
"FK_1654_13773","dbo","AT_CONTASFILIAL","CONTAORIGEM","dbo","CT_CONTAS","HANDLE"
"FK_1654_13774","dbo","AT_CONTASFILIAL","CONTADESTINO","dbo","CT_CONTAS","HANDLE"
"FK_1654_15396","dbo","AT_CONTASFILIAL","CONTAORIGEMTRIANGULACAO","dbo","CT_CONTAS","HANDLE"
"FK_1654_15398","dbo","AT_CONTASFILIAL","CONTADESTINOTRIANGULACAO","dbo","CT_CONTAS","HANDLE"
"FK_1646_13604","dbo","AT_CONTASMOTIVOBAIXA","MOTIVOBAIXA","dbo","AT_MOTIVOSBAIXA","HANDLE"
"FK_1646_13605","dbo","AT_CONTASMOTIVOBAIXA","CONTABAIXA","dbo","CT_CONTAS","HANDLE"
"FK_1646_13606","dbo","AT_CONTASMOTIVOBAIXA","FILIAL","dbo","FILIAIS","HANDLE"
"FK_1368_13611","dbo","AT_CONTATOTAIS","MOTIVOBAIXA","dbo","AT_MOTIVOSBAIXA","HANDLE"
"FK_1368_62634","dbo","AT_CONTATOTAIS","CRITERIOCALCULO","dbo","AT_CRITERIOSCALCULO","HANDLE"
"FK_1368_88417","dbo","AT_CONTATOTAIS","GRUPO","dbo","AT_GRUPOSIMOBILIZADO","HANDLE"
"FK_1368_9565","dbo","AT_CONTATOTAIS","FILIAL","dbo","FILIAIS","HANDLE"
"FK_1368_9569","dbo","AT_CONTATOTAIS","CONTA","dbo","CT_CONTAS","HANDLE"
"FK_1932_18651","dbo","AT_CONTRATOITENS","CONTRATO","dbo","AT_CONTRATOS","HANDLE"
"FK_1932_18652","dbo","AT_CONTRATOITENS","ITEM","dbo","AT_ITENS","HANDLE"
"FK_1254_19986","dbo","AT_CONTRATOS","TIPO","dbo","AT_TIPOSCONTRATO","HANDLE"
"FK_5046_62586","dbo","AT_CRITERIOSCALCULO","EMPRESA","dbo","EMPRESAS","HANDLE"
"FK_5046_62611","dbo","AT_CRITERIOSCALCULO","INDICECORRECAO","dbo","GN_MOEDAS","HANDLE"
"FK_1937_18742","dbo","AT_DESTINOSBAIXA","EMPRESA","dbo","EMPRESAS","HANDLE"
"FK_7994_95700","dbo","AT_DIMENSAOTOTAIS","CONTATOTAL","dbo","AT_CONTATOTAIS","HANDLE"
"FK_7994_95701","dbo","AT_DIMENSAOTOTAIS","GRUPOTOTAL","dbo","AT_GRUPOTOTAIS","HANDLE"
"FK_7994_95702","dbo","AT_DIMENSAOTOTAIS","ITEMTOTAL","dbo","AT_ITEMTOTAIS","HANDLE"
"FK_7994_95703","dbo","AT_DIMENSAOTOTAIS","DIMENSAOGERENCIAL","dbo","CT_DIMENSOESGERENCIAIS","HANDLE"
"FK_7994_95704","dbo","AT_DIMENSAOTOTAIS","DIMENSAO","dbo","CT_DIMENSAOGERENCIALESTRUTURAS","HANDLE"
"FK_1257_8171","dbo","AT_GRUPOSIMOBILIZADO","NIVELSUPERIOR","dbo","AT_GRUPOSIMOBILIZADO","HANDLE"
"FK_1257_96221","dbo","AT_GRUPOSIMOBILIZADO","PRODUTOPAI","dbo","PD_PRODUTOSPAI","HANDLE"
"FK_1346_13610","dbo","AT_GRUPOTOTAIS","MOTIVOBAIXA","dbo","AT_MOTIVOSBAIXA","HANDLE"
"FK_1346_32811","dbo","AT_GRUPOTOTAIS","PROJETO","dbo","GN_PROJETOS","HANDLE"
"FK_1346_32814","dbo","AT_GRUPOTOTAIS","PROJETOORIGEM","dbo","GN_PROJETOS","HANDLE"
"FK_1346_32815","dbo","AT_GRUPOTOTAIS","PROJETODESTINO","dbo","GN_PROJETOS","HANDLE"
"FK_1346_62633","dbo","AT_GRUPOTOTAIS","CRITERIOCALCULO","dbo","AT_CRITERIOSCALCULO","HANDLE"
"FK_7997_95803","dbo","AT_IMPAIRMENT","EMPRESA","dbo","EMPRESAS","HANDLE"
"FK_7999_95821","dbo","AT_IMPAIRMENTAJUSTES","AVALIACAO","dbo","AT_IMPAIRMENTAVALIACOES","HANDLE"
"FK_7999_95822","dbo","AT_IMPAIRMENTAJUSTES","ITEM","dbo","AT_ITENS","HANDLE"
"FK_7998_95809","dbo","AT_IMPAIRMENTAVALIACOES","IMPAIRMENT","dbo","AT_IMPAIRMENT","HANDLE"
"FK_8000_95839","dbo","AT_IMPAIRMENTITENS","IMPAIRMENT","dbo","AT_IMPAIRMENT","HANDLE"
"FK_8000_95840","dbo","AT_IMPAIRMENTITENS","ITEM","dbo","AT_ITENS","HANDLE"
"FK_6296_77744","dbo","AT_ITEMANEXOS","ITEM","dbo","AT_ITENS","HANDLE"
"FK_7993_95696","dbo","AT_ITEMCALCULODIMENSOES","CALCULO","dbo","AT_ITEMCALCULOS","HANDLE"
"FK_7993_95697","dbo","AT_ITEMCALCULODIMENSOES","DIMENSAOGERENCIAL","dbo","CT_DIMENSOESGERENCIAIS","HANDLE"
"FK_7993_95698","dbo","AT_ITEMCALCULODIMENSOES","DIMENSAO","dbo","CT_DIMENSAOGERENCIALESTRUTURAS","HANDLE"
"FK_1292_13608","dbo","AT_ITEMCALCULOS","MOTIVOBAIXA","dbo","AT_MOTIVOSBAIXA","HANDLE"
"FK_1292_13639","dbo","AT_ITEMCALCULOS","CONTAORIGEM","dbo","CT_CONTAS","HANDLE"
"FK_1292_13640","dbo","AT_ITEMCALCULOS","CONTADESTINO","dbo","CT_CONTAS","HANDLE"
"FK_1292_13641","dbo","AT_ITEMCALCULOS","CCORIGEM","dbo","CT_CC","HANDLE"
